CUENTA,MONEDA,FECHA,XX,DEBE,HABER,CONCEPTO,SALDO
0037148,US.D,31MAY22,00,000000000000.00,000000000000.00,SALDO       INICIAL     ,0.00,
0037148,US.D,31MAY22,00,000000000000.00,000000000000.00,SALDO       FINAL       ,0.00,
